hotel_nombre;consumo_energia_kwh;residuos_generados_kg;porcentaje_reciclaje;uso_agua_m3;fecha
ProLiant Place;3860;1383;906;3942;2019-01-19
Synergy Golden Grand Hotel;3279;1104;746;3516;2019-01-19
Alletra Resort;2018;1850;575;3963;2019-01-19
GreenLake Digital Business Suites;1675;1653;704;4048;2019-01-19
Apollo Resort & Spa;3372;1975;861;3671;2019-01-19
Nimble Inn;1996;1637;518;4947;2019-01-19
Ezmeral Grand Hotel;1168;1306;693;4565;2019-01-19
Alletra Boutique Hotel;3674;1282;888;4734;2019-01-19
Simplivity Golden Plaza Hotel;2299;1453;699;3513;2019-01-19
Cray Villas;2478;1281;648;4247;2019-01-19
Apollo Diamond Suites;3459;1157;854;3962;2019-01-19
Apollo Towers;3369;1693;939;4746;2019-01-19
Alletra Diamond Grand Hotel;3057;1635;813;4633;2019-01-20
ProLiant Towers;1208;1670;801;4498;2019-01-20
Aruba Luxury Lodge;3108;1762;692;3145;2019-01-20
InfoSight Boutique Hotel;3161;1391;820;4574;2019-01-20
Primera Grand;2639;1755;613;3795;2019-01-20
dHCI Executive Boutique Hotel;2148;1771;792;4109;2019-01-20
ProLiant Haven;1970;1526;778;3692;2019-01-20
Apollo Executive Beach Resort;2453;1918;503;4347;2019-01-20
Aruba Lodge;1278;1543;595;4231;2019-01-20
Alletra Haven;3701;1817;783;3530;2019-01-20
dHCI Platinum Beach Resort;2120;1758;539;3415;2019-01-20
GreenLake Platinum Heritage Inn;1416;1458;906;3991;2019-01-20
Pointnext Signature Residences & Suites;3680;1155;600;3721;2019-01-20
ProLiant Place;3769;1495;942;3765;2019-01-20
Synergy Golden Grand Hotel;2722;1971;603;3172;2019-01-20
Alletra Resort;1137;1015;648;3192;2019-01-20
GreenLake Digital Business Suites;3463;1472;653;4638;2019-01-20
Apollo Resort & Spa;2219;1404;884;4485;2019-01-20
Nimble Inn;1165;1041;548;4025;2019-01-20
Ezmeral Grand Hotel;2663;1798;729;3822;2019-01-20
Alletra Boutique Hotel;2474;1350;755;3623;2019-01-20
Simplivity Golden Plaza Hotel;2511;1528;666;3481;2019-01-20
Cray Villas;2206;1754;710;4222;2019-01-20
Apollo Diamond Suites;2645;1769;562;3559;2019-01-20
Apollo Towers;3128;1396;667;4813;2019-01-20
Alletra Diamond Grand Hotel;1635;1697;785;3424;2019-01-21
ProLiant Towers;2235;1425;645;4595;2019-01-21
Aruba Luxury Lodge;3126;1137;670;4670;2019-01-21
InfoSight Boutique Hotel;3549;1113;682;4017;2019-01-21
Primera Grand;3184;1767;813;4998;2019-01-21
dHCI Executive Boutique Hotel;2856;1150;897;3957;2019-01-21
ProLiant Haven;1600;1467;686;3187;2019-01-21
Apollo Executive Beach Resort;3683;1130;718;3503;2019-01-21
Aruba Lodge;1051;1177;791;3333;2019-01-21
Alletra Haven;2497;1077;736;3440;2019-01-21
dHCI Platinum Beach Resort;3473;1072;895;4970;2019-01-21
GreenLake Platinum Heritage Inn;3894;1851;616;4077;2019-01-21
Pointnext Signature Residences & Suites;2913;1151;781;3812;2019-01-21
ProLiant Place;1104;1861;706;4437;2019-01-21
Synergy Golden Grand Hotel;1069;1561;654;3003;2019-01-21
Alletra Resort;1795;1685;768;4323;2019-01-21
GreenLake Digital Business Suites;2416;1431;724;3876;2019-01-21
Apollo Resort & Spa;2223;1928;830;3571;2019-01-21
Nimble Inn;3983;1941;731;3308;2019-01-21
Ezmeral Grand Hotel;1915;1547;517;4912;2019-01-21
Alletra Boutique Hotel;3694;1866;502;3611;2019-01-21
Simplivity Golden Plaza Hotel;1398;1636;903;4453;2019-01-21
Cray Villas;2442;1727;728;3253;2019-01-21
Apollo Diamond Suites;1465;1419;813;4169;2019-01-21
Apollo Towers;3926;1108;896;4436;2019-01-21
Alletra Diamond Grand Hotel;1948;1842;706;4694;2019-01-22
ProLiant Towers;3257;1738;807;3368;2019-01-22
Aruba Luxury Lodge;2666;1709;528;4672;2019-01-22
InfoSight Boutique Hotel;2696;1269;706;3748;2019-01-22
Primera Grand;1113;1484;834;4641;2019-01-22
dHCI Executive Boutique Hotel;1976;1426;898;4359;2019-01-22
ProLiant Haven;3822;1653;643;4664;2019-01-22
Apollo Executive Beach Resort;2077;1763;847;4141;2019-01-22
Aruba Lodge;3073;1636;837;3004;2019-01-22
Alletra Haven;3450;1743;719;3624;2019-01-22
dHCI Platinum Beach Resort;2334;1621;531;3281;2019-01-22
GreenLake Platinum Heritage Inn;2981;1668;728;3974;2019-01-22
Pointnext Signature Residences & Suites;3133;1135;939;4640;2019-01-22
ProLiant Place;2489;1213;721;4754;2019-01-22
Synergy Golden Grand Hotel;3381;1496;624;3803;2019-01-22
Alletra Resort;2513;1599;509;3524;2019-01-22
GreenLake Digital Business Suites;2402;1577;913;4377;2019-01-22
Apollo Resort & Spa;3009;1741;657;4077;2019-01-22
Nimble Inn;1583;1694;546;3986;2019-01-22
Ezmeral Grand Hotel;2711;1286;503;4593;2019-01-22
Alletra Boutique Hotel;3893;1969;632;4387;2019-01-22
Simplivity Golden Plaza Hotel;2810;1534;777;4389;2019-01-22
Cray Villas;1503;1521;799;4919;2019-01-22
Apollo Diamond Suites;1158;1069;634;3913;2019-01-22
Apollo Towers;1993;1451;902;3319;2019-01-22
Alletra Diamond Grand Hotel;3699;1408;912;3583;2019-01-23
ProLiant Towers;1562;1954;841;4562;2019-01-23
Aruba Luxury Lodge;2387;1066;509;4407;2019-01-23
InfoSight Boutique Hotel;2015;1252;558;4972;2019-01-23
Primera Grand;1870;1026;904;3834;2019-01-23
dHCI Executive Boutique Hotel;1297;1731;621;3328;2019-01-23
ProLiant Haven;1245;1389;614;4166;2019-01-23
Apollo Executive Beach Resort;2628;1640;893;4098;2019-01-23
Aruba Lodge;1719;1268;787;3747;2019-01-23
Alletra Haven;2774;1387;919;3683;2019-01-23
dHCI Platinum Beach Resort;3724;1728;869;3475;2019-01-23
GreenLake Platinum Heritage Inn;3729;1930;875;3686;2019-01-23
Pointnext Signature Residences & Suites;1062;1915;609;4846;2019-01-23
ProLiant Place;3073;1208;799;3892;2019-01-23
Synergy Golden Grand Hotel;2001;1234;805;3677;2019-01-23
Alletra Resort;1282;1329;818;4349;2019-01-23
GreenLake Digital Business Suites;1928;1538;761;3010;2019-01-23
Apollo Resort & Spa;1401;1871;611;3526;2019-01-23
Nimble Inn;2760;1456;898;3315;2019-01-23
Ezmeral Grand Hotel;1008;1231;799;4127;2019-01-23
Alletra Boutique Hotel;3896;1271;865;4216;2019-01-23
Simplivity Golden Plaza Hotel;2686;1832;887;3629;2019-01-23
Cray Villas;2235;1108;807;4272;2019-01-23
Apollo Diamond Suites;3006;1565;671;4488;2019-01-23
Apollo Towers;3397;1384;624;3932;2019-01-23
Alletra Diamond Grand Hotel;1933;1049;896;4223;2019-01-24
ProLiant Towers;1451;1818;582;4270;2019-01-24
Aruba Luxury Lodge;3494;1936;587;3121;2019-01-24
InfoSight Boutique Hotel;3864;1261;642;4488;2019-01-24
Primera Grand;2024;1910;670;4426;2019-01-24
dHCI Executive Boutique Hotel;1115;1059;775;3254;2019-01-24
ProLiant Haven;1163;1346;898;3522;2019-01-24
Apollo Executive Beach Resort;1993;1225;690;3002;2019-01-24
Aruba Lodge;2643;1437;840;3114;2019-01-24
Alletra Haven;3247;1698;720;3019;2019-01-24
dHCI Platinum Beach Resort;3919;1310;532;4627;2019-01-24
GreenLake Platinum Heritage Inn;1123;1906;837;4358;2019-01-24
Pointnext Signature Residences & Suites;3024;1909;678;4705;2019-01-24
ProLiant Place;2975;1228;919;3577;2019-01-24
Synergy Golden Grand Hotel;2975;1464;613;3837;2019-01-24
Alletra Resort;1623;1659;576;4161;2019-01-24
GreenLake Digital Business Suites;3300;1476;518;4187;2019-01-24
Apollo Resort & Spa;1924;1964;737;4913;2019-01-24
Nimble Inn;3682;1144;843;3965;2019-01-24
Ezmeral Grand Hotel;3559;1866;703;3990;2019-01-24
Alletra Boutique Hotel;3225;1637;881;3946;2019-01-24
Simplivity Golden Plaza Hotel;3864;1302;672;4573;2019-01-24
Cray Villas;3184;1996;814;4598;2019-01-24
Apollo Diamond Suites;3613;1017;503;4650;2019-01-24
Apollo Towers;3779;1910;905;3708;2019-01-24
Alletra Diamond Grand Hotel;2050;1769;866;3914;2019-01-25
ProLiant Towers;2936;1232;837;4637;2019-01-25
Aruba Luxury Lodge;1810;1611;721;3388;2019-01-25
InfoSight Boutique Hotel;3805;1027;685;3698;2019-01-25
Primera Grand;1523;1681;737;3940;2019-01-25
dHCI Executive Boutique Hotel;1012;1163;844;4429;2019-01-25
ProLiant Haven;3769;1401;938;3568;2019-01-25
Apollo Executive Beach Resort;1959;1849;920;4843;2019-01-25
Aruba Lodge;1731;1897;640;4291;2019-01-25
Alletra Haven;2322;1651;748;3380;2019-01-25
dHCI Platinum Beach Resort;2726;1582;648;4447;2019-01-25
GreenLake Platinum Heritage Inn;1465;1793;815;3949;2019-01-25
Pointnext Signature Residences & Suites;1298;1530;568;3545;2019-01-25
ProLiant Place;1583;1473;758;4352;2019-01-25
Synergy Golden Grand Hotel;2551;1610;945;4483;2019-01-25
Alletra Resort;1417;1148;663;3212;2019-01-25
GreenLake Digital Business Suites;2062;1521;581;4256;2019-01-25
Apollo Resort & Spa;1068;1044;600;4025;2019-01-25
Nimble Inn;2734;1418;915;3616;2019-01-25
Ezmeral Grand Hotel;2474;1058;609;3335;2019-01-25
Alletra Boutique Hotel;1952;1085;875;4168;2019-01-25
Simplivity Golden Plaza Hotel;1015;1760;745;4644;2019-01-25
Cray Villas;1671;1477;796;3225;2019-01-25
Apollo Diamond Suites;1375;1510;553;4707;2019-01-25
Apollo Towers;3386;1122;724;3053;2019-01-25
Alletra Diamond Grand Hotel;2256;1459;652;4972;2019-01-26
ProLiant Towers;3583;1251;619;4520;2019-01-26
Aruba Luxury Lodge;1860;1336;917;3646;2019-01-26
InfoSight Boutique Hotel;3407;1439;660;3642;2019-01-26
Primera Grand;3460;1130;583;3539;2019-01-26
dHCI Executive Boutique Hotel;1207;1955;776;3513;2019-01-26
ProLiant Haven;1192;1699;778;3852;2019-01-26
Apollo Executive Beach Resort;2994;1373;651;3577;2019-01-26
Aruba Lodge;3767;1568;514;3238;2019-01-26
Alletra Haven;1561;1033;624;3831;2019-01-26
dHCI Platinum Beach Resort;1813;1864;816;4133;2019-01-26
GreenLake Platinum Heritage Inn;2900;1537;875;4045;2019-01-26
Pointnext Signature Residences & Suites;2296;1744;605;3476;2019-01-26
ProLiant Place;3143;1423;748;3341;2019-01-26
Synergy Golden Grand Hotel;2994;1690;874;3344;2019-01-26
Alletra Resort;1565;1501;625;3762;2019-01-26
GreenLake Digital Business Suites;1029;1932;827;3758;2019-01-26
Apollo Resort & Spa;3292;1308;767;3761;2019-01-26
Nimble Inn;1447;1292;934;3953;2019-01-26
Ezmeral Grand Hotel;3028;1439;728;3020;2019-01-26
Alletra Boutique Hotel;3122;1156;794;4490;2019-01-26
Simplivity Golden Plaza Hotel;1455;1665;727;3505;2019-01-26
Cray Villas;2739;1461;897;4616;2019-01-26
Apollo Diamond Suites;3737;1081;676;3225;2019-01-26
Apollo Towers;1126;1543;872;4582;2019-01-26
Alletra Diamond Grand Hotel;3610;1256;601;4319;2019-01-27
ProLiant Towers;1574;1757;597;4589;2019-01-27
Aruba Luxury Lodge;1573;1424;533;3176;2019-01-27
InfoSight Boutique Hotel;2032;1348;658;3579;2019-01-27
Primera Grand;3322;1491;594;4854;2019-01-27
dHCI Executive Boutique Hotel;2796;1258;775;4275;2019-01-27
ProLiant Haven;3198;1311;612;3385;2019-01-27
Apollo Executive Beach Resort;1803;1630;566;3902;2019-01-27
Aruba Lodge;1523;1920;626;3862;2019-01-27
Alletra Haven;2322;1402;589;4822;2019-01-27
dHCI Platinum Beach Resort;2288;1915;889;3412;2019-01-27
GreenLake Platinum Heritage Inn;2398;1011;939;4089;2019-01-27
Pointnext Signature Residences & Suites;3371;1496;903;4543;2019-01-27
ProLiant Place;2526;1405;759;4715;2019-01-27
Synergy Golden Grand Hotel;3088;1301;553;3736;2019-01-27
Alletra Resort;2299;1984;887;3404;2019-01-27
GreenLake Digital Business Suites;3361;1918;595;4530;2019-01-27
Apollo Resort & Spa;2071;1658;710;4817;2019-01-27
Nimble Inn;3696;1768;744;4027;2019-01-27
Ezmeral Grand Hotel;1224;1824;926;3340;2019-01-27
Alletra Boutique Hotel;3637;1546;578;3171;2019-01-27
Simplivity Golden Plaza Hotel;3934;1622;822;4044;2019-01-27
Cray Villas;3121;1146;630;4107;2019-01-27
Apollo Diamond Suites;1957;1657;689;4657;2019-01-27
Apollo Towers;1424;1723;763;4017;2019-01-27
Alletra Diamond Grand Hotel;2307;1977;700;4667;2019-01-28
ProLiant Towers;2307;1705;924;3309;2019-01-28
Aruba Luxury Lodge;2400;1691;773;3292;2019-01-28
InfoSight Boutique Hotel;1170;1875;783;3873;2019-01-28
Primera Grand;3501;1008;604;4315;2019-01-28
dHCI Executive Boutique Hotel;1682;1434;906;3145;2019-01-28
ProLiant Haven;2321;1258;511;4663;2019-01-28
Apollo Executive Beach Resort;3146;1833;514;3109;2019-01-28
Aruba Lodge;2376;1714;604;4174;2019-01-28
Alletra Haven;2298;1769;589;4508;2019-01-28
dHCI Platinum Beach Resort;3889;1400;689;4224;2019-01-28
GreenLake Platinum Heritage Inn;1004;1279;709;3771;2019-01-28
Pointnext Signature Residences & Suites;2659;1564;735;4317;2019-01-28
ProLiant Place;3517;1479;650;3185;2019-01-28
Synergy Golden Grand Hotel;1567;1807;548;4660;2019-01-28
Alletra Resort;1082;1252;935;4496;2019-01-28
GreenLake Digital Business Suites;3934;1717;596;4422;2019-01-28
Apollo Resort & Spa;2808;1260;616;4582;2019-01-28
Nimble Inn;1705;1038;545;3444;2019-01-28
Ezmeral Grand Hotel;3432;1080;528;4209;2019-01-28
Alletra Boutique Hotel;2296;1428;936;3495;2019-01-28
Simplivity Golden Plaza Hotel;3072;1478;696;4715;2019-01-28
Cray Villas;2201;1054;808;3366;2019-01-28
Apollo Diamond Suites;2118;1308;821;3394;2019-01-28
Apollo Towers;2769;1363;622;4634;2019-01-28
Alletra Diamond Grand Hotel;1672;1428;550;4020;2019-01-29
ProLiant Towers;2191;1311;847;3682;2019-01-29
Aruba Luxury Lodge;3310;1224;813;3577;2019-01-29
InfoSight Boutique Hotel;1696;1984;537;4680;2019-01-29
Primera Grand;2828;1724;885;3344;2019-01-29
dHCI Executive Boutique Hotel;3051;1808;777;3488;2019-01-29
ProLiant Haven;2720;1830;822;3736;2019-01-29
Apollo Executive Beach Resort;1204;1452;555;4085;2019-01-29
Aruba Lodge;3105;1632;770;3797;2019-01-29
Alletra Haven;3614;1570;588;3126;2019-01-29
dHCI Platinum Beach Resort;2223;1421;891;4819;2019-01-29
GreenLake Platinum Heritage Inn;3210;1884;813;3629;2019-01-29
Pointnext Signature Residences & Suites;1263;1757;675;4857;2019-01-29
ProLiant Place;3548;1009;723;4972;2019-01-29
Synergy Golden Grand Hotel;3802;1234;670;3495;2019-01-29
Alletra Resort;2248;1350;816;3197;2019-01-29
GreenLake Digital Business Suites;1527;1499;930;3969;2019-01-29
Apollo Resort & Spa;2830;1083;637;3622;2019-01-29
Nimble Inn;1222;1115;894;4696;2019-01-29
Ezmeral Grand Hotel;3911;1570;923;3813;2019-01-29
Alletra Boutique Hotel;3845;1824;503;3752;2019-01-29
Simplivity Golden Plaza Hotel;2403;1591;585;3159;2019-01-29
Cray Villas;1998;1929;831;4009;2019-01-29
Apollo Diamond Suites;2396;1867;635;4545;2019-01-29
Apollo Towers;2746;1211;731;4647;2019-01-29
Alletra Diamond Grand Hotel;3125;1845;922;3311;2019-01-30
ProLiant Towers;1657;1321;566;3178;2019-01-30
Aruba Luxury Lodge;3544;1701;639;3736;2019-01-30
InfoSight Boutique Hotel;1133;1259;938;4390;2019-01-30
Primera Grand;2527;1801;713;3760;2019-01-30
dHCI Executive Boutique Hotel;1683;1456;880;3535;2019-01-30
ProLiant Haven;1951;1663;723;3900;2019-01-30
Apollo Executive Beach Resort;3387;1181;684;3508;2019-01-30
Aruba Lodge;3113;1613;886;3529;2019-01-30
Alletra Haven;3171;1169;511;3678;2019-01-30
dHCI Platinum Beach Resort;2176;1034;840;4043;2019-01-30
GreenLake Platinum Heritage Inn;3463;1328;558;4845;2019-01-30
Pointnext Signature Residences & Suites;2528;1509;731;3289;2019-01-30
ProLiant Place;3846;1119;693;4073;2019-01-30
Synergy Golden Grand Hotel;2388;1605;681;3520;2019-01-30
Alletra Resort;3397;1036;864;3567;2019-01-30
GreenLake Digital Business Suites;3565;1802;580;4011;2019-01-30
Apollo Resort & Spa;2034;1417;624;3964;2019-01-30
Nimble Inn;1931;1247;734;3552;2019-01-30
Ezmeral Grand Hotel;3682;1663;842;3032;2019-01-30
Alletra Boutique Hotel;2748;1340;605;3139;2019-01-30
Simplivity Golden Plaza Hotel;1068;1828;555;3720;2019-01-30
Cray Villas;3198;1931;618;3091;2019-01-30
Apollo Diamond Suites;1920;1581;824;4931;2019-01-30
Apollo Towers;2020;1701;572;3257;2019-01-30
Alletra Diamond Grand Hotel;1887;1804;579;4736;2019-01-31
ProLiant Towers;1297;1747;527;3044;2019-01-31
Aruba Luxury Lodge;2487;1454;644;4689;2019-01-31
InfoSight Boutique Hotel;1575;1346;597;4407;2019-01-31
Primera Grand;1206;1265;512;4473;2019-01-31
dHCI Executive Boutique Hotel;1647;1665;537;4127;2019-01-31
ProLiant Haven;2289;1425;524;4288;2019-01-31
Apollo Executive Beach Resort;1804;1148;934;3982;2019-01-31
Aruba Lodge;1908;1008;660;3814;2019-01-31
Alletra Haven;2664;1101;875;4706;2019-01-31
dHCI Platinum Beach Resort;3900;1537;560;3229;2019-01-31
GreenLake Platinum Heritage Inn;1030;1049;792;4338;2019-01-31
Pointnext Signature Residences & Suites;2909;1682;848;4426;2019-01-31
ProLiant Place;1681;1139;636;4500;2019-01-31
Synergy Golden Grand Hotel;3117;1138;635;4799;2019-01-31
Alletra Resort;3631;1058;730;3318;2019-01-31
GreenLake Digital Business Suites;2140;1066;903;4626;2019-01-31
Apollo Resort & Spa;3682;1593;907;4931;2019-01-31
Nimble Inn;3153;1477;819;3670;2019-01-31
Ezmeral Grand Hotel;3747;1649;678;4192;2019-01-31
Alletra Boutique Hotel;3529;1687;672;4009;2019-01-31
Simplivity Golden Plaza Hotel;2716;1665;807;4599;2019-01-31
Cray Villas;1783;1013;775;4683;2019-01-31
Apollo Diamond Suites;3958;1164;933;3593;2019-01-31
Apollo Towers;2357;1722;658;3088;2019-01-31
Alletra Diamond Grand Hotel;2728;1522;636;3290;2019-02-01
ProLiant Towers;3350;1041;620;3697;2019-02-01
Aruba Luxury Lodge;3990;1293;527;3402;2019-02-01
InfoSight Boutique Hotel;3741;1295;503;3522;2019-02-01
Primera Grand;3290;1470;832;3458;2019-02-01
dHCI Executive Boutique Hotel;2099;1277;637;3800;2019-02-01
ProLiant Haven;3929;1505;519;3150;2019-02-01
Apollo Executive Beach Resort;3406;1161;942;4417;2019-02-01
Aruba Lodge;2194;1345;601;3785;2019-02-01
Alletra Haven;3994;1549;714;4214;2019-02-01
dHCI Platinum Beach Resort;1715;1138;659;4974;2019-02-01
GreenLake Platinum Heritage Inn;3388;1683;940;3594;2019-02-01
Pointnext Signature Residences & Suites;1167;1214;509;3290;2019-02-01
ProLiant Place;3813;1304;946;3094;2019-02-01
Synergy Golden Grand Hotel;2314;1388;669;4017;2019-02-01
Alletra Resort;3647;1469;669;4080;2019-02-01
GreenLake Digital Business Suites;3933;1671;903;3750;2019-02-01
Apollo Resort & Spa;3953;1215;788;4511;2019-02-01
Nimble Inn;2479;1832;680;3949;2019-02-01
Ezmeral Grand Hotel;3966;1264;515;3977;2019-02-01
Alletra Boutique Hotel;1530;1207;522;4001;2019-02-01
Simplivity Golden Plaza Hotel;2367;1866;539;3829;2019-02-01
Cray Villas;1409;1173;612;3970;2019-02-01
Apollo Diamond Suites;1566;1048;729;4313;2019-02-01
Apollo Towers;1477;1252;630;3550;2019-02-01
Alletra Diamond Grand Hotel;1820;1107;554;4356;2019-02-02
ProLiant Towers;1835;1608;771;4235;2019-02-02
Aruba Luxury Lodge;3087;1026;877;4066;2019-02-02
InfoSight Boutique Hotel;1141;1021;805;3612;2019-02-02
Primera Grand;2292;1315;527;3193;2019-02-02
dHCI Executive Boutique Hotel;3506;1516;798;3178;2019-02-02
ProLiant Haven;2029;1065;889;3654;2019-02-02
Apollo Executive Beach Resort;1978;1108;538;3109;2019-02-02
Aruba Lodge;3598;1265;911;3367;2019-02-02
Alletra Haven;2868;1632;805;3290;2019-02-02
dHCI Platinum Beach Resort;2286;1098;875;3678;2019-02-02
GreenLake Platinum Heritage Inn;3714;1799;564;3819;2019-02-02
Pointnext Signature Residences & Suites;2753;1472;639;4132;2019-02-02
ProLiant Place;1482;1181;591;4168;2019-02-02
Synergy Golden Grand Hotel;3496;1508;654;4831;2019-02-02
Alletra Resort;1594;1214;702;3397;2019-02-02
GreenLake Digital Business Suites;1908;1793;530;4158;2019-02-02
Apollo Resort & Spa;1429;1708;794;4434;2019-02-02
Nimble Inn;3193;1978;603;3830;2019-02-02
Ezmeral Grand Hotel;2723;1626;504;4433;2019-02-02
Alletra Boutique Hotel;2308;1091;593;3137;2019-02-02
Simplivity Golden Plaza Hotel;1692;1524;573;4279;2019-02-02
Cray Villas;2664;1266;825;4517;2019-02-02
Apollo Diamond Suites;3387;1286;614;3682;2019-02-02
Apollo Towers;2276;1835;624;4091;2019-02-02
Alletra Diamond Grand Hotel;3368;1256;796;4707;2019-02-03
ProLiant Towers;2865;1506;599;4298;2019-02-03
Aruba Luxury Lodge;1601;1983;577;4945;2019-02-03
InfoSight Boutique Hotel;1469;1205;500;3003;2019-02-03
Primera Grand;1451;1792;701;3394;2019-02-03
dHCI Executive Boutique Hotel;2991;1073;898;3116;2019-02-03
ProLiant Haven;2054;1488;833;3241;2019-02-03
Apollo Executive Beach Resort;3305;1839;719;4131;2019-02-03
Aruba Lodge;3159;1470;682;3260;2019-02-03
Alletra Haven;1086;1789;732;4318;2019-02-03
dHCI Platinum Beach Resort;3244;1116;690;4668;2019-02-03
GreenLake Platinum Heritage Inn;3995;1491;681;3712;2019-02-03
Pointnext Signature Residences & Suites;2616;1651;795;3699;2019-02-03
ProLiant Place;2146;1432;501;4404;2019-02-03
Synergy Golden Grand Hotel;3791;1185;598;3386;2019-02-03
Alletra Resort;3851;1069;544;4884;2019-02-03
GreenLake Digital Business Suites;2240;1443;824;4842;2019-02-03
Apollo Resort & Spa;2986;1116;566;4211;2019-02-03
Nimble Inn;2115;1509;751;4653;2019-02-03
Ezmeral Grand Hotel;1058;1181;612;3446;2019-02-03
Alletra Boutique Hotel;1755;1230;700;4523;2019-02-03
Simplivity Golden Plaza Hotel;2791;1614;845;3686;2019-02-03
Cray Villas;3010;1267;796;3062;2019-02-03
Apollo Diamond Suites;2177;1611;780;4473;2019-02-03
Apollo Towers;2073;1967;889;3536;2019-02-03
Alletra Diamond Grand Hotel;1115;1449;630;3387;2019-02-04
ProLiant Towers;2410;1347;793;3731;2019-02-04
Aruba Luxury Lodge;2923;1462;793;4117;2019-02-04
InfoSight Boutique Hotel;2471;1411;936;4131;2019-02-04
Primera Grand;3987;1762;687;3279;2019-02-04
dHCI Executive Boutique Hotel;2806;1784;720;4424;2019-02-04
ProLiant Haven;2786;1313;822;4176;2019-02-04
Apollo Executive Beach Resort;3052;1753;767;4054;2019-02-04
Aruba Lodge;2013;1013;619;4737;2019-02-04
Alletra Haven;3131;1362;703;4623;2019-02-04
dHCI Platinum Beach Resort;3338;1272;675;3004;2019-02-04
GreenLake Platinum Heritage Inn;2137;1072;854;4842;2019-02-04
Pointnext Signature Residences & Suites;1136;1757;866;4616;2019-02-04
ProLiant Place;1474;1284;581;3317;2019-02-04
Synergy Golden Grand Hotel;2511;1210;841;4767;2019-02-04
Alletra Resort;1439;1116;844;4863;2019-02-04
GreenLake Digital Business Suites;1179;1480;618;3212;2019-02-04
