hotel_nombre;fecha;tasa_ocupacion;reservas_confirmadas;cancelaciones;precio_promedio_noche
Cray Villas;20/01/2019;58;199;21;16677
Apollo Diamond Suites;20/01/2019;70;254;42;17033
Apollo Towers;20/01/2019;71;268;50;13653
Alletra Diamond Grand Hotel;21/01/2019;37;146;15;13488
ProLiant Towers;21/01/2019;31;114;16;1211
Aruba Luxury Lodge;21/01/2019;60;255;49;16165
InfoSight Boutique Hotel;21/01/2019;30;68;5;12481
Primera Grand;21/01/2019;47;175;23;1389
dHCI Executive Boutique Hotel;21/01/2019;42;142;21;1500
ProLiant Haven;21/01/2019;34;103;5;9111
Apollo Executive Beach Resort;21/01/2019;43;204;12;16449
Aruba Lodge;21/01/2019;53;128;12;15127
Alletra Haven;21/01/2019;36;128;13;9303
dHCI Platinum Beach Resort;21/01/2019;53;216;21;13483
GreenLake Platinum Heritage Inn;21/01/2019;55;227;12;14274
Pointnext Signature Residences & Suites;21/01/2019;33;133;9;14794
ProLiant Place;21/01/2019;37;131;17;11149
Synergy Golden Grand Hotel;21/01/2019;43;209;17;12783
Alletra Resort;21/01/2019;35;89;13;11269
GreenLake Digital Business Suites;21/01/2019;53;203;16;16577
Apollo Resort & Spa;21/01/2019;42;84;6;11538
Nimble Inn;21/01/2019;52;230;13;11258
Ezmeral Grand Hotel;21/01/2019;57;205;21;12947
Alletra Boutique Hotel;21/01/2019;33;91;16;11783
Simplivity Golden Plaza Hotel;21/01/2019;50;147;15;13925
Cray Villas;21/01/2019;33;100;17;12375
Apollo Diamond Suites;21/01/2019;56;225;38;20889
Apollo Towers;21/01/2019;48;108;7;10931
Alletra Diamond Grand Hotel;22/01/2019;39;91;9;10003
ProLiant Towers;22/01/2019;42;136;9;12423
Aruba Luxury Lodge;22/01/2019;35;121;15;14934
InfoSight Boutique Hotel;22/01/2019;59;294;39;16678
Primera Grand;22/01/2019;34;87;15;12612
dHCI Executive Boutique Hotel;22/01/2019;57;175;9;12256
ProLiant Haven;22/01/2019;56;176;23;17914
Apollo Executive Beach Resort;22/01/2019;43;174;19;16523
Aruba Lodge;22/01/2019;45;112;15;16663
Alletra Haven;22/01/2019;37;106;9;12678
dHCI Platinum Beach Resort;22/01/2019;35;151;20;13908
GreenLake Platinum Heritage Inn;22/01/2019;45;164;10;10528
Pointnext Signature Residences & Suites;22/01/2019;54;195;38;16254
ProLiant Place;22/01/2019;54;114;17;16301
Synergy Golden Grand Hotel;22/01/2019;43;99;17;15762
Alletra Resort;22/01/2019;39;180;9;1095
GreenLake Digital Business Suites;22/01/2019;57;253;29;22031
Apollo Resort & Spa;22/01/2019;54;239;19;18366
Nimble Inn;22/01/2019;52;158;24;16781
Ezmeral Grand Hotel;22/01/2019;35;134;22;14195
Alletra Boutique Hotel;22/01/2019;55;119;12;13592
Simplivity Golden Plaza Hotel;22/01/2019;47;117;23;12451
Cray Villas;22/01/2019;48;134;23;19261
Apollo Diamond Suites;22/01/2019;51;226;15;17751
Apollo Towers;22/01/2019;43;204;40;16757
Alletra Diamond Grand Hotel;23/01/2019;34;139;9;9394
ProLiant Towers;23/01/2019;40;179;29;1441
Aruba Luxury Lodge;23/01/2019;45;109;15;1515
InfoSight Boutique Hotel;23/01/2019;42;140;20;16593
Primera Grand;23/01/2019;32;102;16;12646
dHCI Executive Boutique Hotel;23/01/2019;58;180;34;14597
ProLiant Haven;23/01/2019;30;138;24;8559
Apollo Executive Beach Resort;23/01/2019;44;171;26;16881
Aruba Lodge;23/01/2019;55;198;16;15226
Alletra Haven;23/01/2019;36;125;12;10642
dHCI Platinum Beach Resort;23/01/2019;47;175;23;14262
GreenLake Platinum Heritage Inn;23/01/2019;40;187;30;9368
Pointnext Signature Residences & Suites;23/01/2019;50;217;25;11242
ProLiant Place;23/01/2019;57;141;16;22007
Synergy Golden Grand Hotel;23/01/2019;43;112;17;10434
Alletra Resort;23/01/2019;50;145;26;18766
GreenLake Digital Business Suites;23/01/2019;32;126;11;1058
Apollo Resort & Spa;23/01/2019;58;228;13;18057
Nimble Inn;23/01/2019;53;217;18;17248
Ezmeral Grand Hotel;23/01/2019;52;118;9;11011
Alletra Boutique Hotel;23/01/2019;48;128;19;9889
Simplivity Golden Plaza Hotel;23/01/2019;52;157;10;19148
Cray Villas;23/01/2019;52;124;7;14184
Apollo Diamond Suites;23/01/2019;53;234;15;14196
Apollo Towers;23/01/2019;39;94;15;14775
Alletra Diamond Grand Hotel;24/01/2019;34;133;20;8865
ProLiant Towers;24/01/2019;48;97;14;14025
Aruba Luxury Lodge;24/01/2019;53;139;22;20051
InfoSight Boutique Hotel;24/01/2019;49;198;35;1075
Primera Grand;24/01/2019;33;79;5;13118
dHCI Executive Boutique Hotel;24/01/2019;41;200;19;10247
ProLiant Haven;24/01/2019;38;149;12;13368
Apollo Executive Beach Resort;24/01/2019;53;202;33;17619
Aruba Lodge;24/01/2019;57;258;46;13042
Alletra Haven;24/01/2019;49;172;27;12796
dHCI Platinum Beach Resort;24/01/2019;31;134;22;9584
GreenLake Platinum Heritage Inn;24/01/2019;42;98;12;14189
Pointnext Signature Residences & Suites;24/01/2019;46;214;11;12922
ProLiant Place;24/01/2019;40;95;17;13547
Synergy Golden Grand Hotel;24/01/2019;41;149;11;12962
Alletra Resort;24/01/2019;54;119;16;10549
GreenLake Digital Business Suites;24/01/2019;36;76;4;14283
Apollo Resort & Spa;24/01/2019;46;131;20;16657
Nimble Inn;24/01/2019;43;176;10;13914
Ezmeral Grand Hotel;24/01/2019;49;120;7;10674
Alletra Boutique Hotel;24/01/2019;59;153;26;17229
Simplivity Golden Plaza Hotel;24/01/2019;42;157;25;14659
Cray Villas;24/01/2019;50;109;16;1730
Apollo Diamond Suites;24/01/2019;57;154;13;21241
Apollo Towers;24/01/2019;33;110;15;10341
Alletra Diamond Grand Hotel;25/01/2019;53;210;16;10434
ProLiant Towers;25/01/2019;34;139;10;14881
Aruba Luxury Lodge;25/01/2019;46;163;28;11985
InfoSight Boutique Hotel;25/01/2019;41;97;16;11304
Primera Grand;25/01/2019;58;136;25;14686
dHCI Executive Boutique Hotel;25/01/2019;43;121;7;15426
ProLiant Haven;25/01/2019;48;186;23;14704
Apollo Executive Beach Resort;25/01/2019;31;108;14;1038
Aruba Lodge;25/01/2019;38;164;30;13923
Alletra Haven;25/01/2019;33;88;11;8591
dHCI Platinum Beach Resort;25/01/2019;57;116;6;14849
GreenLake Platinum Heritage Inn;25/01/2019;59;144;27;21018
Pointnext Signature Residences & Suites;25/01/2019;47;207;32;15864
ProLiant Place;25/01/2019;37;109;12;1403
Synergy Golden Grand Hotel;25/01/2019;38;170;23;9707
Alletra Resort;25/01/2019;51;239;18;18304
GreenLake Digital Business Suites;25/01/2019;31;150;9;10984
Apollo Resort & Spa;25/01/2019;39;168;16;9574
Nimble Inn;25/01/2019;44;89;7;14361
Ezmeral Grand Hotel;25/01/2019;39;164;14;11773
Alletra Boutique Hotel;25/01/2019;45;224;37;16092
Simplivity Golden Plaza Hotel;25/01/2019;47;201;17;976
Cray Villas;25/01/2019;43;89;11;14769
Apollo Diamond Suites;25/01/2019;52;240;46;10215
Apollo Towers;25/01/2019;51;159;25;13237
Alletra Diamond Grand Hotel;26/01/2019;49;242;27;1932
ProLiant Towers;26/01/2019;43;98;18;17017
Aruba Luxury Lodge;26/01/2019;57;233;24;2181
InfoSight Boutique Hotel;26/01/2019;46;105;7;17144
Primera Grand;26/01/2019;46;170;19;18471
dHCI Executive Boutique Hotel;26/01/2019;46;128;12;16968
ProLiant Haven;26/01/2019;62;183;16;12126
Apollo Executive Beach Resort;26/01/2019;43;186;25;10637
Aruba Lodge;26/01/2019;47;159;17;14738
Alletra Haven;26/01/2019;68;228;27;23394
dHCI Platinum Beach Resort;26/01/2019;39;172;16;14397
GreenLake Platinum Heritage Inn;26/01/2019;54;142;25;12002
Pointnext Signature Residences & Suites;26/01/2019;60;294;32;11587
ProLiant Place;26/01/2019;48;214;16;1894
Synergy Golden Grand Hotel;26/01/2019;69;253;33;13207
Alletra Resort;26/01/2019;40;94;5;15248
GreenLake Digital Business Suites;26/01/2019;44;114;12;15439
Apollo Resort & Spa;26/01/2019;75;168;23;26261
Nimble Inn;26/01/2019;37;184;14;1348
Ezmeral Grand Hotel;26/01/2019;62;141;24;2123
Alletra Boutique Hotel;26/01/2019;38;183;10;15823
Simplivity Golden Plaza Hotel;26/01/2019;54;188;20;15008
Cray Villas;26/01/2019;49;231;21;14271
Apollo Diamond Suites;26/01/2019;39;149;21;13949
Apollo Towers;26/01/2019;56;260;31;11582
Alletra Diamond Grand Hotel;27/01/2019;49;159;23;17713
ProLiant Towers;27/01/2019;52;259;34;10403
Aruba Luxury Lodge;27/01/2019;52;178;29;13778
InfoSight Boutique Hotel;27/01/2019;61;180;16;11418
Primera Grand;27/01/2019;57;119;20;13903
dHCI Executive Boutique Hotel;27/01/2019;67;240;39;25095
ProLiant Haven;27/01/2019;41;112;9;13476
Apollo Executive Beach Resort;27/01/2019;60;257;49;17908
Aruba Lodge;27/01/2019;66;202;35;22757
Alletra Haven;27/01/2019;43;162;27;1530
dHCI Platinum Beach Resort;27/01/2019;73;152;23;26134
GreenLake Platinum Heritage Inn;27/01/2019;55;202;15;21368
Pointnext Signature Residences & Suites;27/01/2019;70;253;19;12531
ProLiant Place;27/01/2019;39;148;7;12628
Synergy Golden Grand Hotel;27/01/2019;54;140;9;18143
Alletra Resort;27/01/2019;69;150;10;21625
GreenLake Digital Business Suites;27/01/2019;40;181;32;16684
Apollo Resort & Spa;27/01/2019;56;178;11;1398
Nimble Inn;27/01/2019;41;172;19;14342
Ezmeral Grand Hotel;27/01/2019;60;177;27;17744
Alletra Boutique Hotel;27/01/2019;72;313;26;20681
Simplivity Golden Plaza Hotel;27/01/2019;46;134;20;10772
Cray Villas;27/01/2019;58;281;54;15343
Apollo Diamond Suites;27/01/2019;68;142;19;24326
Apollo Towers;27/01/2019;74;197;26;26263
Alletra Diamond Grand Hotel;28/01/2019;34;101;6;10758
ProLiant Towers;28/01/2019;40;100;18;971
Aruba Luxury Lodge;28/01/2019;52;208;33;13692
InfoSight Boutique Hotel;28/01/2019;30;83;7;8407
Primera Grand;28/01/2019;38;165;26;9166
dHCI Executive Boutique Hotel;28/01/2019;44;184;35;17184
ProLiant Haven;28/01/2019;45;209;21;12878
Apollo Executive Beach Resort;28/01/2019;56;192;34;17891
Aruba Lodge;28/01/2019;51;136;16;18252
Alletra Haven;28/01/2019;31;89;8;1400
dHCI Platinum Beach Resort;28/01/2019;32;96;17;923
GreenLake Platinum Heritage Inn;28/01/2019;32;116;21;8796
Pointnext Signature Residences & Suites;28/01/2019;49;242;44;16804
ProLiant Place;28/01/2019;43;207;15;16952
Synergy Golden Grand Hotel;28/01/2019;35;75;7;15321
Alletra Resort;28/01/2019;43;175;27;15578
GreenLake Digital Business Suites;28/01/2019;38;151;14;9529
Apollo Resort & Spa;28/01/2019;42;156;27;1049
Nimble Inn;28/01/2019;41;82;5;15856
Ezmeral Grand Hotel;28/01/2019;50;190;15;10257
Alletra Boutique Hotel;28/01/2019;35;137;26;11815
Simplivity Golden Plaza Hotel;28/01/2019;33;96;10;11528
Cray Villas;28/01/2019;51;142;20;14053
Apollo Diamond Suites;28/01/2019;41;190;20;12755
Apollo Towers;28/01/2019;38;126;11;15162
Alletra Diamond Grand Hotel;29/01/2019;48;104;16;16208
ProLiant Towers;29/01/2019;32;128;21;1085
Aruba Luxury Lodge;29/01/2019;54;203;27;19481
InfoSight Boutique Hotel;29/01/2019;56;199;38;18295
Primera Grand;29/01/2019;59;202;36;1652
dHCI Executive Boutique Hotel;29/01/2019;32;101;17;8422
ProLiant Haven;29/01/2019;48;225;38;16304
Apollo Executive Beach Resort;29/01/2019;49;119;22;14301
Aruba Lodge;29/01/2019;60;297;58;20702
Alletra Haven;29/01/2019;34;72;4;13045
dHCI Platinum Beach Resort;29/01/2019;36;179;25;14606
GreenLake Platinum Heritage Inn;29/01/2019;38;112;17;14936
Pointnext Signature Residences & Suites;29/01/2019;32;101;11;10287
ProLiant Place;29/01/2019;38;135;25;8894
Synergy Golden Grand Hotel;29/01/2019;52;201;25;14564
Alletra Resort;29/01/2019;43;105;14;14311
GreenLake Digital Business Suites;29/01/2019;60;289;54;17752
Apollo Resort & Spa;29/01/2019;33;143;25;14109
Nimble Inn;29/01/2019;58;187;20;16433
Ezmeral Grand Hotel;29/01/2019;49;167;12;13849
Alletra Boutique Hotel;29/01/2019;49;187;28;1028
Simplivity Golden Plaza Hotel;29/01/2019;58;268;41;11372
Cray Villas;29/01/2019;45;214;39;9682
Apollo Diamond Suites;29/01/2019;56;245;23;2004
Apollo Towers;29/01/2019;57;233;15;20605
Alletra Diamond Grand Hotel;30/01/2019;34;98;15;13663
ProLiant Towers;30/01/2019;40;112;12;14164
Aruba Luxury Lodge;30/01/2019;36;119;22;11532
InfoSight Boutique Hotel;30/01/2019;45;192;34;16889
Primera Grand;30/01/2019;46;201;12;16128
dHCI Executive Boutique Hotel;30/01/2019;42;101;17;16586
ProLiant Haven;30/01/2019;30;75;13;9204
Apollo Executive Beach Resort;30/01/2019;31;85;10;13792
Aruba Lodge;30/01/2019;52;135;14;15028
Alletra Haven;30/01/2019;42;164;11;9457
dHCI Platinum Beach Resort;30/01/2019;41;142;16;16976
GreenLake Platinum Heritage Inn;30/01/2019;45;169;17;10972
Pointnext Signature Residences & Suites;30/01/2019;58;161;28;11849
ProLiant Place;30/01/2019;30;94;6;11434
Synergy Golden Grand Hotel;30/01/2019;60;158;13;13701
Alletra Resort;30/01/2019;36;101;11;8744
GreenLake Digital Business Suites;30/01/2019;54;264;40;1552
Apollo Resort & Spa;30/01/2019;34;134;18;8458
Nimble Inn;30/01/2019;38;145;27;14217
Ezmeral Grand Hotel;30/01/2019;52;204;23;14115
Alletra Boutique Hotel;30/01/2019;41;138;11;11578
Simplivity Golden Plaza Hotel;30/01/2019;46;205;22;10541
Cray Villas;30/01/2019;46;229;44;17322
Apollo Diamond Suites;30/01/2019;47;185;26;12506
Apollo Towers;30/01/2019;33;113;11;10125
Alletra Diamond Grand Hotel;31/01/2019;40;183;16;14689
ProLiant Towers;31/01/2019;58;229;17;16801
Aruba Luxury Lodge;31/01/2019;37;173;29;14637
InfoSight Boutique Hotel;31/01/2019;49;157;15;11271
Primera Grand;31/01/2019;30;118;23;9557
dHCI Executive Boutique Hotel;31/01/2019;43;138;22;14314
ProLiant Haven;31/01/2019;48;213;21;16648
Apollo Executive Beach Resort;31/01/2019;51;183;30;19347
Aruba Lodge;31/01/2019;51;156;14;11834
Alletra Haven;31/01/2019;51;236;18;11096
dHCI Platinum Beach Resort;31/01/2019;34;143;22;12201
GreenLake Platinum Heritage Inn;31/01/2019;59;150;22;1486
Pointnext Signature Residences & Suites;31/01/2019;32;85;7;13777
ProLiant Place;31/01/2019;43;187;18;11541
Synergy Golden Grand Hotel;31/01/2019;39;132;8;9319
Alletra Resort;31/01/2019;50;187;35;10712
GreenLake Digital Business Suites;31/01/2019;58;149;10;18696
Apollo Resort & Spa;31/01/2019;46;133;7;17459
Nimble Inn;31/01/2019;34;169;17;15113
Ezmeral Grand Hotel;31/01/2019;58;273;32;1447
Alletra Boutique Hotel;31/01/2019;52;132;8;13659
Simplivity Golden Plaza Hotel;31/01/2019;35;102;5;11664
Cray Villas;31/01/2019;36;154;11;14104
Apollo Diamond Suites;31/01/2019;45;196;32;10665
Apollo Towers;31/01/2019;43;167;18;17602
Alletra Diamond Grand Hotel;01/02/2019;42;84;10;15338
ProLiant Towers;01/02/2019;60;122;11;20999
Aruba Luxury Lodge;01/02/2019;36;73;3;13882
InfoSight Boutique Hotel;01/02/2019;37;150;15;9654
Primera Grand;01/02/2019;42;147;14;9748
dHCI Executive Boutique Hotel;01/02/2019;31;89;8;12613
ProLiant Haven;01/02/2019;49;175;20;1663
Apollo Executive Beach Resort;01/02/2019;34;102;18;10843
Aruba Lodge;01/02/2019;36;89;16;14446
Alletra Haven;01/02/2019;30;80;12;8787
dHCI Platinum Beach Resort;01/02/2019;53;109;13;11606
GreenLake Platinum Heritage Inn;01/02/2019;52;205;11;19316
Pointnext Signature Residences & Suites;01/02/2019;38;163;23;13314
ProLiant Place;01/02/2019;31;123;18;8222
Synergy Golden Grand Hotel;01/02/2019;52;122;14;11485
Alletra Resort;01/02/2019;38;130;9;14083
GreenLake Digital Business Suites;01/02/2019;50;101;11;1101
Apollo Resort & Spa;01/02/2019;46;129;18;10862
Nimble Inn;01/02/2019;56;262;33;17518
Ezmeral Grand Hotel;01/02/2019;39;91;6;10449
Alletra Boutique Hotel;01/02/2019;36;156;27;15606
Simplivity Golden Plaza Hotel;01/02/2019;41;168;15;9423
Cray Villas;01/02/2019;45;212;32;13826
Apollo Diamond Suites;01/02/2019;37;74;11;15411
Apollo Towers;01/02/2019;56;208;25;21234
Alletra Diamond Grand Hotel;02/02/2019;67;149;23;23824
ProLiant Towers;02/02/2019;58;195;38;13864
Aruba Luxury Lodge;02/02/2019;37;164;29;15007
InfoSight Boutique Hotel;02/02/2019;56;164;26;11664
Primera Grand;02/02/2019;59;119;8;18537
dHCI Executive Boutique Hotel;02/02/2019;50;234;45;12683
ProLiant Haven;02/02/2019;59;183;18;12243
Apollo Executive Beach Resort;02/02/2019;54;152;16;19587
Aruba Lodge;02/02/2019;66;260;44;13092
Alletra Haven;02/02/2019;57;281;49;11882
dHCI Platinum Beach Resort;02/02/2019;73;251;33;18697
GreenLake Platinum Heritage Inn;02/02/2019;60;260;36;21351
Pointnext Signature Residences & Suites;02/02/2019;65;224;27;23039
ProLiant Place;02/02/2019;49;107;15;10021
Synergy Golden Grand Hotel;02/02/2019;72;257;41;22622
Alletra Resort;02/02/2019;52;240;30;17358
GreenLake Digital Business Suites;02/02/2019;55;181;28;15801
Apollo Resort & Spa;02/02/2019;66;258;18;22509
Nimble Inn;02/02/2019;72;155;22;1446
Ezmeral Grand Hotel;02/02/2019;69;314;56;12933
Alletra Boutique Hotel;02/02/2019;55;149;29;11054
Simplivity Golden Plaza Hotel;02/02/2019;50;196;21;1235
Cray Villas;02/02/2019;56;246;28;20194
Apollo Diamond Suites;02/02/2019;54;127;15;17456
Apollo Towers;02/02/2019;44;142;18;9401
Alletra Diamond Grand Hotel;03/02/2019;46;224;32;17789
ProLiant Towers;03/02/2019;55;218;25;14249
Aruba Luxury Lodge;03/02/2019;61;271;47;1515
InfoSight Boutique Hotel;03/02/2019;68;258;40;16741
Primera Grand;03/02/2019;50;114;16;10022
dHCI Executive Boutique Hotel;03/02/2019;56;274;25;16446
ProLiant Haven;03/02/2019;58;123;9;12429
Apollo Executive Beach Resort;03/02/2019;63;146;20;13663
Aruba Lodge;03/02/2019;70;185;32;14668
Alletra Haven;03/02/2019;46;196;11;15426
dHCI Platinum Beach Resort;03/02/2019;65;154;28;17446
GreenLake Platinum Heritage Inn;03/02/2019;61;146;18;1757
Pointnext Signature Residences & Suites;03/02/2019;44;211;37;1365
ProLiant Place;03/02/2019;53;215;16;18942
Synergy Golden Grand Hotel;03/02/2019;44;174;24;12232
Alletra Resort;03/02/2019;69;224;31;21457
GreenLake Digital Business Suites;03/02/2019;46;146;14;12306
Apollo Resort & Spa;03/02/2019;62;149;20;22192
Nimble Inn;03/02/2019;55;249;32;13953
Ezmeral Grand Hotel;03/02/2019;66;257;20;19839
Alletra Boutique Hotel;03/02/2019;54;163;24;20998
Simplivity Golden Plaza Hotel;03/02/2019;57;200;30;14375
Cray Villas;03/02/2019;43;158;21;17407
Apollo Diamond Suites;03/02/2019;63;253;46;18027
Apollo Towers;03/02/2019;69;305;39;12249
Alletra Diamond Grand Hotel;04/02/2019;34;73;4;10215
ProLiant Towers;04/02/2019;55;136;12;13256
Aruba Luxury Lodge;04/02/2019;56;122;20;12885
InfoSight Boutique Hotel;04/02/2019;47;98;16;10663
Primera Grand;04/02/2019;57;229;30;13257
dHCI Executive Boutique Hotel;04/02/2019;50;184;15;17843
ProLiant Haven;04/02/2019;55;224;34;11017
Apollo Executive Beach Resort;04/02/2019;42;132;25;17397
Aruba Lodge;04/02/2019;40;195;11;14949
Alletra Haven;04/02/2019;36;139;23;14865
dHCI Platinum Beach Resort;04/02/2019;56;149;21;18547
GreenLake Platinum Heritage Inn;04/02/2019;41;174;22;14048
Pointnext Signature Residences & Suites;04/02/2019;54;225;17;15247
ProLiant Place;04/02/2019;51;113;21;17598
Synergy Golden Grand Hotel;04/02/2019;33;103;11;11974
Alletra Resort;04/02/2019;34;84;14;8438
GreenLake Digital Business Suites;04/02/2019;44;181;13;10753
Apollo Resort & Spa;04/02/2019;40;151;25;14003
Nimble Inn;04/02/2019;56;223;27;17014
Ezmeral Grand Hotel;04/02/2019;41;90;14;13408
Alletra Boutique Hotel;04/02/2019;60;153;9;17062
Simplivity Golden Plaza Hotel;04/02/2019;43;156;17;12305
Cray Villas;04/02/2019;58;153;15;14985
Apollo Diamond Suites;04/02/2019;36;174;24;12019
Apollo Towers;04/02/2019;47;210;41;9783
Alletra Diamond Grand Hotel;05/02/2019;51;154;13;16651
ProLiant Towers;05/02/2019;59;227;44;18954
Aruba Luxury Lodge;05/02/2019;40;125;21;9907
InfoSight Boutique Hotel;05/02/2019;38;137;12;15726
Primera Grand;05/02/2019;56;241;30;16298
dHCI Executive Boutique Hotel;05/02/2019;45;95;17;11233
ProLiant Haven;05/02/2019;46;103;6;18539
Apollo Executive Beach Resort;05/02/2019;54;195;9;11107
Aruba Lodge;05/02/2019;51;198;16;17091
Alletra Haven;05/02/2019;56;129;16;18471
dHCI Platinum Beach Resort;05/02/2019;53;229;33;20261
GreenLake Platinum Heritage Inn;05/02/2019;53;215;11;17899
Pointnext Signature Residences & Suites;05/02/2019;31;70;4;13024
ProLiant Place;05/02/2019;47;103;17;18263
Synergy Golden Grand Hotel;05/02/2019;43;136;19;13024
Alletra Resort;05/02/2019;30;95;6;8035
GreenLake Digital Business Suites;05/02/2019;53;204;33;16507
Apollo Resort & Spa;05/02/2019;52;236;24;1543
Nimble Inn;05/02/2019;39;170;16;9575
Ezmeral Grand Hotel;05/02/2019;54;258;27;19279
Alletra Boutique Hotel;05/02/2019;30;102;13;8818
Simplivity Golden Plaza Hotel;05/02/2019;42;184;32;11678
Cray Villas;05/02/2019;50;121;18;19142
Apollo Diamond Suites;05/02/2019;55;253;37;21031
Apollo Towers;05/02/2019;30;109;14;8739
Alletra Diamond Grand Hotel;06/02/2019;30;111;12;11285
ProLiant Towers;06/02/2019;32;93;15;13983
Aruba Luxury Lodge;06/02/2019;41;108;20;16082
InfoSight Boutique Hotel;06/02/2019;34;84;6;14076
Primera Grand;06/02/2019;36;84;12;12685
dHCI Executive Boutique Hotel;06/02/2019;31;141;26;14265
ProLiant Haven;06/02/2019;44;173;10;15311
Apollo Executive Beach Resort;06/02/2019;38;87;13;12503
Aruba Lodge;06/02/2019;40;122;18;10876
Alletra Haven;06/02/2019;39;150;27;11379
dHCI Platinum Beach Resort;06/02/2019;44;131;19;15502
GreenLake Platinum Heritage Inn;06/02/2019;34;125;13;10551
Pointnext Signature Residences & Suites;06/02/2019;43;107;10;16057
ProLiant Place;06/02/2019;52;219;25;18937
Synergy Golden Grand Hotel;06/02/2019;34;137;13;11664
Alletra Resort;06/02/2019;44;135;12;14255
GreenLake Digital Business Suites;06/02/2019;35;137;8;10464
Apollo Resort & Spa;06/02/2019;56;135;17;13548
Nimble Inn;06/02/2019;58;225;35;21148
Ezmeral Grand Hotel;06/02/2019;57;200;10;17334
Alletra Boutique Hotel;06/02/2019;42;180;14;9508
Simplivity Golden Plaza Hotel;06/02/2019;38;137;27;12388
Cray Villas;06/02/2019;54;132;14;20028
Apollo Diamond Suites;06/02/2019;48;201;18;14261
Apollo Towers;06/02/2019;46;104;10;9697
Alletra Diamond Grand Hotel;07/02/2019;37;168;28;13244
ProLiant Towers;07/02/2019;35;149;10;9615
Aruba Luxury Lodge;07/02/2019;48;232;34;1909
InfoSight Boutique Hotel;07/02/2019;53;222;42;10728
